"","question.id","question.text","question.type","question.subtype","survey.id"
"143","674253154","B11. Did the Judge hold the defendant in contempt for anything other than failure to appear?","single_choice","vertical",308493823
"144","674253155","B12. What income information was presented to the Court? <em>(check all that apply)</em>","multiple_choice","vertical",308493823
"145","674253156","B13. What is the defendant’s housing situation?","single_choice","vertical",308493823
"146","674253157","B14. Did the Judge explain why they found there was or was not probable cause for any charge? Explain.","single_choice","vertical",308493823
"147","674253158","B15. Did the Court find that there was <span style=""text-decoration: underline;"">no</span> probable cause on ALL of the charges and order the release of the defendant, OR did the prosecutor dismiss or <em>nolle prosse</em> the case?","single_choice","vertical",308493823
"148","674253159","B1. What is the defendant's name? <em>(last name, first name)</em>","open_ended","single",308493823
"149","674253160","B2. What is the defendant's Folder number? <span><em>(see Municipal Court list)</em></span>","open_ended","single",308493823
"150","674253161","B3. What are the defendant's criminal charges? <span><em>(write the ""Statute Violation"" and ""Sub-P Verbiage"" from the Municipal Court list)</em></span>","open_ended","essay",308493823
"151","674253162","B4. How many warrants (a.k.a. ""attachments"") does the defendant have on their record, and how old is the oldest warrant? <em>(You may write 9999 if you did not hear whether the defendant had warrants.)</em>","open_ended","numerical",308493823
"152","674253163","How did the Judge address the defendant's warrants? <em>(You may write ""N/A."")</em>","open_ended","essay",308493823
"153","674253164","B5. Was the defendant present for their first appearance?","single_choice","vertical",308493823
"154","674253165","B6. What is the defendant's ethnicity? <em>(see ""R"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"155","674253166","B7. What is the defendant's gender-presentation? <em>(see ""S"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"156","674253167","B8. Did the defense request that the defendant be referred to by a name or gender that differed from the Municipal Court list?","single_choice","vertical",308493823
"157","674253168","B9. Who is the prosecutor?","single_choice","vertical",308493823
"158","674253169","B10. Who represented the defendant?","single_choice","vertical",308493823
"159","674253170","B11. Did the Judge hold the defendant in contempt for anything other than failure to appear?","single_choice","vertical",308493823
"160","674253171","B12. What income information was presented to the Court? <em>(check all that apply)</em>","multiple_choice","vertical",308493823
"161","674253172","B13. What is the defendant’s housing situation?","single_choice","vertical",308493823
"162","674253173","B14. Did the Judge explain why they found there was or was not probable cause for any charge? Explain.","single_choice","vertical",308493823
"163","674253174","B15. Did the Court find that there was <span style=""text-decoration: underline;"">no</span> probable cause on ALL of the charges and order the release of the defendant, OR did the prosecutor dismiss or <em>nolle prosse</em> the case?","single_choice","vertical",308493823
"164","674253175","B1. What is the defendant's name? <em>(last name, first name)</em>","open_ended","single",308493823
"165","674253176","B2. What is the defendant's Folder number? <span><em>(see Municipal Court list)</em></span>","open_ended","single",308493823
"166","674253177","B3. What are the defendant's criminal charges? <span><em>(write the ""Statute Violation"" and ""Sub-P Verbiage"" from the Municipal Court list)</em></span>","open_ended","essay",308493823
"167","674253178","B4. How many warrants (a.k.a. ""attachments"") does the defendant have on their record, and how old is the oldest warrant? <em>(You may write 9999 if you did not hear whether the defendant had warrants.)</em>","open_ended","numerical",308493823
"168","674253179","How did the Judge address the defendant's warrants? <em>(You may write ""N/A."")</em>","open_ended","essay",308493823
"169","674253180","B5. Was the defendant present for their first appearance?","single_choice","vertical",308493823
"170","674253181","B6. What is the defendant's ethnicity? <em>(see ""R"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"171","674253182","B7. What is the defendant's gender-presentation? <em>(see ""S"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"172","674253183","B8. Did the defense request that the defendant be referred to by a name or gender that differed from the Municipal Court list?","single_choice","vertical",308493823
"173","674253184","B9. Who is the prosecutor?","single_choice","vertical",308493823
"174","674253185","B10. Who represented the defendant?","single_choice","vertical",308493823
"175","674253186","B11. Did the Judge hold the defendant in contempt for anything other than failure to appear?","single_choice","vertical",308493823
"176","674253187","B12. What income information was presented to the Court? <em>(check all that apply)</em>","multiple_choice","vertical",308493823
"177","674253188","B13. What is the defendant’s housing situation?","single_choice","vertical",308493823
"178","674253189","B14. Did the Judge explain why they found there was or was not probable cause for any charge? Explain.","single_choice","vertical",308493823
"179","674253190","B15. Did the Court find that there was <span style=""text-decoration: underline;"">no</span> probable cause on ALL of the charges and order the release of the defendant, OR did the prosecutor dismiss or <em>nolle prosse</em> the case?","single_choice","vertical",308493823
"180","674253191","B1. What is the defendant's name? <em>(last name, first name)</em>","open_ended","single",308493823
"181","674253192","B2. What is the defendant's Folder number? <span><em>(see Municipal Court list)</em></span>","open_ended","single",308493823
"182","674253193","B3. What are the defendant's criminal charges? <span><em>(write the ""Statute Violation"" and ""Sub-P Verbiage"" from the Municipal Court list)</em></span>","open_ended","essay",308493823
"183","674253194","B4. How many warrants (a.k.a. ""attachments"") does the defendant have on their record, and how old is the oldest warrant? <em>(You may write 9999 if you did not hear whether the defendant had warrants.)</em>","open_ended","numerical",308493823
"184","674253195","How did the Judge address the defendant's warrants? <em>(You may write ""N/A."")</em>","open_ended","essay",308493823
"185","674253196","B5. Was the defendant present for their first appearance?","single_choice","vertical",308493823
"186","674253197","B6. What is the defendant's ethnicity? <em>(see ""R"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"187","674253198","B7. What is the defendant's gender-presentation? <em>(see ""S"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"188","674253199","B8. Did the defense request that the defendant be referred to by a name or gender that differed from the Municipal Court list?","single_choice","vertical",308493823
"189","674253200","B9. Who is the prosecutor?","single_choice","vertical",308493823
"190","674253201","B10. Who represented the defendant?","single_choice","vertical",308493823
"191","674253202","B11. Did the Judge hold the defendant in contempt for anything other than failure to appear?","single_choice","vertical",308493823
"192","674253203","B12. What income information was presented to the Court? <em>(check all that apply)</em>","multiple_choice","vertical",308493823
"193","674253204","B13. What is the defendant’s housing situation?","single_choice","vertical",308493823
"194","674253205","B14. Did the Judge explain why they found there was or was not probable cause for any charge? Explain.","single_choice","vertical",308493823
"195","674253206","B15. Did the Court find that there was <span style=""text-decoration: underline;"">no</span> probable cause on ALL of the charges and order the release of the defendant, OR did the prosecutor dismiss or <em>nolle prosse</em> the case?","single_choice","vertical",308493823
"196","674253207","B1. What is the defendant's name? <em>(last name, first name)</em>","open_ended","single",308493823
"197","674253208","B2. What is the defendant's Folder number? <span><em>(see Municipal Court list)</em></span>","open_ended","single",308493823
"198","674253209","B3. What are the defendant's criminal charges? <span><em>(write the ""Statute Violation"" and ""Sub-P Verbiage"" from the Municipal Court list)</em></span>","open_ended","essay",308493823
"199","674253210","B4. How many warrants (a.k.a. ""attachments"") does the defendant have on their record, and how old is the oldest warrant? <em>(You may write 9999 if you did not hear whether the defendant had warrants.)</em>","open_ended","numerical",308493823
"200","674253211","How did the Judge address the defendant's warrants? <em>(You may write ""N/A."")</em>","open_ended","essay",308493823
"201","674253212","B5. Was the defendant present for their first appearance?","single_choice","vertical",308493823
"202","674253213","B6. What is the defendant's ethnicity? <em>(see ""R"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"203","674253214","B7. What is the defendant's gender-presentation? <em>(see ""S"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"204","674253215","B8. Did the defense request that the defendant be referred to by a name or gender that differed from the Municipal Court list?","single_choice","vertical",308493823
"205","674253216","B9. Who is the prosecutor?","single_choice","vertical",308493823
"206","674253217","B10. Who represented the defendant?","single_choice","vertical",308493823
"207","674253218","B11. Did the Judge hold the defendant in contempt for anything other than failure to appear?","single_choice","vertical",308493823
"208","674253219","B12. What income information was presented to the Court? <em>(check all that apply)</em>","multiple_choice","vertical",308493823
"209","674253220","B13. What is the defendant’s housing situation?","single_choice","vertical",308493823
"210","674253221","B14. Did the Judge explain why they found there was or was not probable cause for any charge? Explain.","single_choice","vertical",308493823
"211","674253222","B15. Did the Court find that there was <span style=""text-decoration: underline;"">no</span> probable cause on ALL of the charges and order the release of the defendant, OR did the prosecutor dismiss or <em>nolle prosse</em> the case?","single_choice","vertical",308493823
"212","674253223","B1. What is the defendant's name? <em>(last name, first name)</em>","open_ended","single",308493823
"213","674253224","B2. What is the defendant's Folder number? <span><em>(see Municipal Court list)</em></span>","open_ended","single",308493823
"214","674253225","B3. What are the defendant's criminal charges? <span><em>(write the ""Statute Violation"" and ""Sub-P Verbiage"" from the Municipal Court list)</em></span>","open_ended","essay",308493823
"215","674253226","B4. How many warrants (a.k.a. ""attachments"") does the defendant have on their record, and how old is the oldest warrant? <em>(You may write 9999 if you did not hear whether the defendant had warrants.)</em>","open_ended","numerical",308493823
"216","674253227","How did the Judge address the defendant's warrants? <em>(You may write ""N/A."")</em>","open_ended","essay",308493823
"217","674253228","B5. Was the defendant present for their first appearance?","single_choice","vertical",308493823
"218","674253229","B6. What is the defendant's ethnicity? <em>(see ""R"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"219","674253230","B7. What is the defendant's gender-presentation? <em>(see ""S"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"220","674253231","B8. Did the defense request that the defendant be referred to by a name or gender that differed from the Municipal Court list?","single_choice","vertical",308493823
"221","674253232","B9. Who is the prosecutor?","single_choice","vertical",308493823
"222","674253233","B10. Who represented the defendant?","single_choice","vertical",308493823
"223","674253234","B11. Did the Judge hold the defendant in contempt for anything other than failure to appear?","single_choice","vertical",308493823
"224","674253235","B12. What income information was presented to the Court? <em>(check all that apply)</em>","multiple_choice","vertical",308493823
"225","674253236","B13. What is the defendant’s housing situation?","single_choice","vertical",308493823
"226","674253237","B14. Did the Judge explain why they found there was or was not probable cause for any charge? Explain.","single_choice","vertical",308493823
"227","674253238","B15. Did the Court find that there was <span style=""text-decoration: underline;"">no</span> probable cause on ALL of the charges and order the release of the defendant, OR did the prosecutor dismiss or <em>nolle prosse</em> the case?","single_choice","vertical",308493823
"228","674253239","B1. What is the defendant's name? <em>(last name, first name)</em>","open_ended","single",308493823
"229","674253240","B2. What is the defendant's Folder number? <span><em>(see Municipal Court list)</em></span>","open_ended","single",308493823
"230","674253241","B3. What are the defendant's criminal charges? <span><em>(write the ""Statute Violation"" and ""Sub-P Verbiage"" from the Municipal Court list)</em></span>","open_ended","essay",308493823
"231","674253242","B4. How many warrants (a.k.a. ""attachments"") does the defendant have on their record, and how old is the oldest warrant? <em>(You may write 9999 if you did not hear whether the defendant had warrants.)</em>","open_ended","numerical",308493823
"232","674253243","How did the Judge address the defendant's warrants? <em>(You may write ""N/A."")</em>","open_ended","essay",308493823
"233","674253244","B5. Was the defendant present for their first appearance?","single_choice","vertical",308493823
"234","674253245","B6. What is the defendant's ethnicity? <em>(see ""R"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"235","674253246","B7. What is the defendant's gender-presentation? <em>(see ""S"" on the Municipal Court list)</em>","single_choice","vertical",308493823
"236","674253247","B8. Did the defense request that the defendant be referred to by a name or gender that differed from the Municipal Court list?","single_choice","vertical",308493823
"237","674253248","B9. Who is the prosecutor?","single_choice","vertical",308493823
"238","674253249","B10. Who represented the defendant?","single_choice","vertical",308493823
"239","674253250","B11. Did the Judge hold the defendant in contempt for anything other than failure to appear?","single_choice","vertical",308493823
"240","674253251","B12. What income information was presented to the Court? <em>(check all that apply)</em>","multiple_choice","vertical",308493823
"241","674253252","B13. What is the defendant’s housing situation?","single_choice","vertical",308493823
"242","674253253","B14. Did the Judge explain why they found there was or was not probable cause for any charge? Explain.","single_choice","vertical",308493823
"243","674253254","B15. Did the Court find that there was <span style=""text-decoration: underline;"">no</span> probable cause on ALL of the charges and order the release of the defendant, OR did the prosecutor dismiss or <em>nolle prosse</em> the case?","single_choice","vertical",308493823
"244","674253255","B1. What is the defendant's name? <em>(last name, first name)</em>","open_ended","single",308493823
"245","674253256","B2. What is the defendant's Folder number? <span><em>(see Municipal Court list)</em></span>","open_ended","single",308493823
"246","674253257","B3. What are the defendant's criminal charges? <span><em>(write the ""Statute Violation"" and ""Sub-P Verbiage"" from the Municipal Court list)</em></span>","open_ended","essay",308493823
"247","674253258","B4. How many warrants (a.k.a. ""attachments"") does the defendant have on their record, and how old is the oldest warrant? <em>(You may write 9999 if you did not hear whether the defendant had warrants.)</em>","open_ended","numerical",308493823
"248","674253259","How did the Judge address the defendant's warrants? <em>(You may write ""N/A."")</em>","open_ended","essay",308493823
